id,date,retweets,favorites,Country,Latitude,Longitude,cleaned_text
1623020662381236224,2023-02-07 18:07:34+00:00,1.0,2.0,India,20.5937,78.9629,earthquake leaf dead turkey syria people lost entire family earthquake
1623016239374258176,2023-02-07 17:50:00+00:00,0.0,1.0,India,20.5937,78.9629,middaynews photo ndrf reach earthquake hit turkey india pledge quick aid inphotos ndrf
1623011373935648773,2023-02-07 17:30:40+00:00,0.0,1.0,United States,37.0902,-95.7129,latest turkey syria earthquake race find survivor death toll pass earthquake
1623011271036772352,2023-02-07 17:30:15+00:00,0.0,0.0,India,20.5937,78.9629,turkeyquake turkey earthquake earthquakeinturkey earthquaketurkey ur religion god human help
1623009686831370240,2023-02-07 17:23:58+00:00,1.0,1.0,India,20.5937,78.9629,aerial image turkey post massive earthquaketurkey earthquakesyria earthquake
1623009411399659543,2023-02-07 17:22:52+00:00,0.0,0.0,Canada,56.1304,-106.3468,canada help turkey syria devastating earthquake earthquake earthquaketurkey earthquakesyria
1623008132908851201,2023-02-07 17:17:47+00:00,0.0,0.0,India,20.5937,78.9629,little girl protecting little brother head trapped building debris earthquake
1623007547962818561,2023-02-07 17:15:28+00:00,43.0,174.0,India,20.5937,78.9629,hi brother amp sister please prayforturkeyandsyria dead turkey syria quake turkeyearthquake
1623007465460707348,2023-02-07 17:15:08+00:00,0.0,0.0,Turkey,38.9637,35.2433,breaking new miracle th hour hour progress news brings smile face
1623005029761429505,2023-02-07 17:05:27+00:00,0.0,0.0,India,20.5937,78.9629,turkish goalkeeper ahmet eyup turkaslan dy turkeyearthquake earthquake earthquakeinturkey
1623004566911430668,2023-02-07 17:03:37+00:00,1.0,1.0,Germany,51.1657,10.4515,please donate help child affected horrible earthquake turkey syria earthquaketurkey
1622989620710342657,2023-02-07 16:04:13+00:00,9.0,22.0,Turkey,38.9637,35.2433,footage siva city km earthquake epicentre prayforturkey turkeyearthquake earthquakeinturkey
1622989143436587012,2023-02-07 16:02:20+00:00,0.0,0.0,United States,37.0902,-95.7129,top google trend europe country today bard hogwartslegacy earthquaketurkey turkeyearthquake
1622988659791200258,2023-02-07 16:00:24+00:00,0.0,0.0,Turkey,38.9637,35.2433,paf c aircraft seen crashed building road turkiye cumhureyati earthquake eathquake
1622987838185787392,2023-02-07 15:57:08+00:00,10.0,25.0,Turkey,38.9637,35.2433,sea level rise earthquake iskenderun turkey prayforturkey turkeyearthquake earthquakeinturkey
1622986508721430528,2023-02-07 15:51:51+00:00,7.0,13.0,Turkey,38.9637,35.2433,christian church iskenderun turkey prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake
1622985762630430722,2023-02-07 15:48:54+00:00,0.0,1.0,India,20.5937,78.9629,heart broken turkey syria may allah make easy brother amp sister heartbreaking may
1622984006248845312,2023-02-07 15:41:55+00:00,1.0,3.0,India,20.5937,78.9629,sometime suggestion work yesterday suggested binance ceo today airdropping binance ac
1622983434598780933,2023-02-07 15:39:39+00:00,0.0,6.0,India,20.5937,78.9629,send sending ndrf syria well turkey point turkiye earthquake
1622983361273757699,2023-02-07 15:39:21+00:00,23.0,47.0,Turkey,38.9637,35.2433,earthquake gt mag prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake
1622982632010293249,2023-02-07 15:36:27+00:00,0.0,0.0,United Kingdom,55.3781,-3.436,narendramodi govt dispatch st quake relief consignment quake devastated turkey turkeyearthquake
1622981695090700288,2023-02-07 15:32:44+00:00,8.0,25.0,Turkey,38.9637,35.2433,collapsing building prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake
1622980568207032320,2023-02-07 15:28:15+00:00,19.0,48.0,Turkey,38.9637,35.2433,sibling saved according state official nearly people rescued prayforturkey
1622979334591107081,2023-02-07 15:23:21+00:00,0.0,1.0,India,20.5937,78.9629,little turkish girl saved earthquakeinturkey turkeyquake depremde deprem depremgaziantep depremhatay
1622978447562903552,2023-02-07 15:19:50+00:00,1.0,3.0,India,20.5937,78.9629,pray turkey syria earthquake earthquakeinturkey turkey earthquaketurkey syria syriaearthquake
1622972487116984320,2023-02-07 14:56:08+00:00,0.0,0.0,United Kingdom,55.3781,-3.436,clinicalmount much pray course give thanks day heart certainly
1622971410720374784,2023-02-07 14:51:52+00:00,1.0,1.0,India,20.5937,78.9629,sending prayer turkey syria turkey syria earthquaketurkey syriaearthquake
1622967996951187459,2023-02-07 14:38:18+00:00,0.0,0.0,India,20.5937,78.9629,turkeysyriaearthquake heartwarming picture loyalty amp unconditional love prayforturkey prayforsyria
1622966028413317122,2023-02-07 14:30:29+00:00,0.0,1.0,India,20.5937,78.9629,ghana footballer christianatsu pulled alive turkeyearthquake rubble full story
1622958364589277184,2023-02-07 14:00:01+00:00,0.0,1.0,United Kingdom,55.3781,-3.436,help victim affected earthquake turkey syria earthquake
1622956629955121153,2023-02-07 13:53:08+00:00,22.0,81.0,Turkey,38.9637,35.2433,need footage prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake
1622954741398634497,2023-02-07 13:45:38+00:00,0.0,0.0,India,20.5937,78.9629,dost common word turkish hindi turkish proverb dost kara g nde belli olur friend
1622953551939919873,2023-02-07 13:40:54+00:00,16.0,36.0,Turkey,38.9637,35.2433,hour earthquake rescuer prayforturkey turkeyearthquake earthquakeinturkey turkey
1622952691595984897,2023-02-07 13:37:29+00:00,4.0,24.0,Turkey,38.9637,35.2433,rescue team listen living people rubble special equipment silence police officer sh
1622952126929584137,2023-02-07 13:35:14+00:00,0.0,0.0,India,20.5937,78.9629,topic turkey amp syria devastated deadly earthquake coverage news ea
1622951484454232064,2023-02-07 13:32:41+00:00,18.0,123.0,Turkey,38.9637,35.2433,cat rescued prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake earthquaketurkey
1622950892646400001,2023-02-07 13:30:20+00:00,10.0,25.0,Turkey,38.9637,35.2433,second eartquake prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake
1622949385440051201,2023-02-07 13:24:21+00:00,1.0,1.0,United States,37.0902,-95.7129,part continuous qatari effort contribute relief affected within framework
1622948583266824192,2023-02-07 13:21:09+00:00,3.0,12.0,Turkey,38.9637,35.2433,luckily building evacuated prayforturkey turkeyearthquake earthquakeinturkey turkey turkeyquake
1622948103027322881,2023-02-07 13:19:15+00:00,2.0,7.0,United States,37.0902,-95.7129,earthquaketurkey turkey earthquaketurkey may allah help save public turkey turkey yellowstorm
1622948037411602434,2023-02-07 13:18:59+00:00,2.0,10.0,Turkey,38.9637,35.2433,collapsing building district diyarbakir turkey prayforturkey turkeyearthquake earthquakeinturkey
1622946978958127106,2023-02-07 13:14:47+00:00,3.0,10.0,United States,37.0902,-95.7129,may allah help save public turkey turkey yellowstorm indvaus earthquaketurkey earthquakeinturkey
1622945935125880835,2023-02-07 13:10:38+00:00,3.0,7.0,United States,37.0902,-95.7129,may allah help save public turkey turkey yellowstorm indvaus earthquaketurkey earthquakeinturkey
1622945502487580673,2023-02-07 13:08:55+00:00,2.0,3.0,Italy,41.8719,12.5674,breaking news update rescue team reach affected area people still dying footage shot
